"","interest_rate","income_ver","debt_to_income","credit_util","bankruptcy","term","issue","credit_checks"
"6023",6.08,"Verified",20.66,"0.232","no",36,2,1
"6024",10.91,"Not Verified",22.22,"0.207","no",60,2,0
"6025",12.61,"Verified",20.6,"0.270","no",36,3,2
"6026",20.39,"Verified",32.52,"0.667","no",36,3,0
"6027",12.62,"Not Verified",19.09,"0.528","no",60,1,0
"6028",19.03,"Source Verified",21.48,"0.420","no",36,2,0
"6029",7.35,"Source Verified",1.8,"0.131","no",36,2,4
"6030",12.62,"Source Verified",8.01,"0.345","no",60,1,1
"6031",6.71,"Source Verified",34.51,"0.288","no",36,2,0
"6032",10.42,"Verified",8.83,"0.153","no",36,1,1
"6033",6.07,"Not Verified",16.97,"0.607","no",36,3,0
"6034",19.42,"Source Verified",28.04,"0.571","no",60,3,4
"6035",7.34,"Not Verified",16.27,"0.250","no",36,3,4
"6036",17.09,"Not Verified",21.48,"0.039","no",36,2,1
"6037",16.01,"Source Verified",43.45,"0.711","yes",36,3,3
"6038",6.08,"Source Verified",13.68,"0.243","no",36,1,2
"6039",7.34,"Not Verified",3.18,"0.314","no",36,3,0
"6040",9.43,"Verified",23.88,"0.579","no",36,3,1
"6041",9.93,"Source Verified",8.81,"0.094","no",36,2,8
"6042",18.45,"Verified",19.91,"0.384","no",60,2,7
"6043",10.42,"Not Verified",27.84,"0.374","no",36,1,10
"6044",15.05,"Verified",25.07,"0.213","no",60,2,1
"6045",6.08,"Not Verified",6.72,"0.071","no",36,1,0
"6046",10.42,"Not Verified",4.87,"0.479","no",36,1,1
"6047",21.85,"Not Verified",11.83,"0.342","no",36,3,1
"6048",15.05,"Not Verified",33.06,"0.597","yes",60,2,1
"6049",13.59,"Verified",20.55,"0.531","no",60,2,3
"6050",5.31,"Source Verified",10.29,"0.058","no",36,3,1
"6051",10.41,"Not Verified",6.31,"0.298","no",36,3,0
"6052",9.44,"Not Verified",16.57,"0.210","no",36,1,3
"6053",26.77,"Source Verified",28.01,"0.165","no",60,3,5
"6054",10.91,"Source Verified",9.84,"0.563","no",36,1,4
"6055",23.87,"Verified",24.21,"0.131","no",60,3,5
"6056",11.99,"Source Verified",5.41,"0.024","no",36,1,1
"6057",6.07,"Not Verified",11.14,"0.147","no",36,3,1
"6058",14.08,"Source Verified",0.95,"0.134","no",60,1,0
"6059",9.43,"Not Verified",28.46,"0.133","no",60,3,1
"6061",10.91,"Not Verified",18.77,"0.686","no",36,1,1
"6062",16.02,"Source Verified",18.43,"0.185","no",36,1,12
"6063",9.43,"Not Verified",7.27,"0.143","no",60,3,0
"6064",10.9,"Verified",17.89,"0.283","no",60,3,0
"6065",17.09,"Verified",16.89,"0.070","no",36,2,2
"6066",19.03,"Source Verified",6.71,"0.833","no",60,2,0
"6067",10.91,"Verified",16.46,"0.172","no",36,2,1
"6068",6.72,"Source Verified",22.68,"0.249","no",36,1,0
"6069",5.32,"Not Verified",23.09,"0.749","no",36,2,2
"6070",6.72,"Not Verified",11.06,"0.435","no",36,2,3
"6071",12.62,"Not Verified",18.08,"0.113","no",60,2,3
"6072",11.99,"Source Verified",20.66,"0.640","yes",36,2,2
"6073",24.85,"Source Verified",6.73,"0.032","no",60,3,2
"6074",10.42,"Source Verified",24.6,"0.441","no",36,2,5
"6075",10.91,"Source Verified",21.47,"0.535","no",36,2,2
"6076",9.93,"Not Verified",32.3,"0.592","no",36,1,1
"6077",19.03,"Source Verified",21.22,"0.820","no",60,1,1
"6078",6.08,"Not Verified",27.69,"0.395","no",36,1,0
"6079",14.08,"Verified",5.54,"0.551","no",36,1,4
"6080",12.61,"Not Verified",32.74,"0.470","no",60,3,1
"6081",6.08,"Source Verified",0,"0.000","no",36,2,7
"6082",17.09,"Not Verified",25.78,"0.649","no",36,1,2
"6083",16.01,"Source Verified",13.17,"0.236","no",60,3,2
"6084",10.91,"Not Verified",8.5,"0.161","no",60,2,1
"6085",14.08,"Source Verified",33.41,"0.667","no",36,1,0
"6086",18.06,"Verified",18.05,"0.069","no",36,1,4
"6087",15.04,"Source Verified",8.62,"0.840","no",36,3,3
"6088",15.04,"Source Verified",3.44,"0.040","no",60,3,1
"6089",10.91,"Not Verified",18.09,"0.653","no",36,2,5
"6090",10.91,"Source Verified",5.57,"0.451","no",36,2,0
"6091",19.03,"Verified",20.5,"0.212","no",60,2,6
"6092",17.09,"Not Verified",11.99,"0.272","no",60,2,0
"6093",9.93,"Not Verified",30.45,"0.642","no",60,1,10
"6094",10.9,"Not Verified",26.24,"0.593","no",36,3,1
"6095",10.9,"Not Verified",19.07,"0.465","no",36,3,0
"6096",6.72,"Source Verified",19.48,"0.510","no",36,1,1
"6097",17.09,"Verified",14.14,"0.559","no",60,1,0
"6098",16.02,"Not Verified",39.64,"0.151","no",36,2,2
"6099",13.58,"Source Verified",18.57,"0.124","no",36,3,1
"6100",11.99,"Source Verified",10.87,"0.192","no",60,2,2
"6101",9.92,"Verified",5.21,"0.696","no",36,3,4
"6102",6.72,"Source Verified",3.21,"0.053","no",36,2,0
"6103",12.62,"Source Verified",8.24,"0.064","no",36,1,0
"6104",11.98,"Verified",26.27,"0.523","no",60,3,0
"6105",5.32,"Not Verified",8.04,"0.094","no",36,1,0
"6106",10.9,"Verified",26.39,"0.629","no",36,3,4
"6107",21.45,"Verified",13.73,"0.878","yes",36,1,2
"6108",16.02,"Verified",32.37,"0.855","no",36,2,2
"6109",6.07,"Source Verified",4.43,"0.141","no",36,3,4
"6110",7.35,"Source Verified",10.1,"0.136","no",36,1,0
"6111",10.91,"Not Verified",28.38,"0.758","no",36,2,2
"6112",6.72,"Source Verified",22.38,"0.191","no",36,1,0
"6113",7.97,"Verified",4.95,"0.059","no",36,2,12
"6114",10.41,"Not Verified",31.32,"0.576","yes",60,3,0
"6115",17.47,"Verified",14.19,"0.857","no",36,3,0
"6116",16.02,"Source Verified",37.67,"0.853","no",36,1,2
"6117",9.93,"Not Verified",9.96,"0.554","no",36,2,0
"6118",16.01,"Source Verified",8.25,"0.492","no",36,3,2
"6119",16.02,"Source Verified",31.22,"0.289","no",60,1,0
"6120",12.61,"Not Verified",42.74,"0.343","no",36,3,1
"6121",7.35,"Not Verified",24.08,"0.446","no",36,2,2
"6122",25.81,"Verified",21.47,"0.140","yes",60,3,3
"6123",5.31,"Source Verified",18.8,"0.808","no",36,3,3
"6124",14.08,"Not Verified",26.82,"0.843","no",60,1,8
"6125",7.35,"Not Verified",19.13,"0.879","no",36,1,0
"6126",19.03,"Source Verified",5.07,"0.331","no",36,2,1
"6127",13.58,"Verified",20.62,"0.755","no",60,3,0
"6128",16.02,"Verified",29.16,"0.813","no",36,1,9
"6129",13.59,"Verified",29.24,"0.665","no",60,2,0
"6130",6.08,"Source Verified",37.14,"0.378","no",36,1,1
"6131",14.08,"Source Verified",9.28,"0.309","no",60,1,1
"6132",12.61,"Source Verified",16.07,"0.270","no",60,3,1
"6133",5.32,"Not Verified",5.26,"0.832","no",36,2,1
"6134",10.91,"Source Verified",21.58,"0.189","no",36,2,3
"6135",14.08,"Verified",22.66,"0.455","no",60,1,2
"6136",12.62,"Not Verified",16.62,"0.194","no",60,1,0
"6137",15.05,"Not Verified",15.02,"0.499","yes",60,1,1
"6138",11.99,"Not Verified",22.23,"0.088","no",36,1,1
"6139",19.03,"Verified",12.95,"0.059","no",36,1,2
"6140",10.91,"Source Verified",12.6,"0.085","no",36,1,7
"6141",13.59,"Source Verified",25.56,"0.659","no",36,1,1
"6142",19.03,"Verified",31.26,"0.514","no",36,1,2
"6143",16.01,"Source Verified",4.39,"0.799","no",36,3,1
"6144",11.99,"Verified",18.73,"0.118","no",36,1,3
"6145",7.35,"Not Verified",24.44,"0.387","no",36,1,1
"6146",10.42,"Not Verified",7.44,"0.743","no",36,2,0
"6147",16.02,"Verified",7.38,"0.668","no",36,2,0
"6148",9.43,"Not Verified",18.33,"0.497","yes",36,3,0
"6149",9.93,"Verified",12.52,"0.087","no",60,2,1
"6150",9.43,"Not Verified",10.38,"0.129","no",60,3,0
"6151",11.99,"Not Verified",14.73,"0.368","no",60,2,1
"6152",12.61,"Not Verified",5.48,"0.469","no",36,3,1
"6153",5.31,"Not Verified",11.04,"0.817","no",36,2,0
"6154",18.06,"Verified",24.55,"0.258","no",60,2,1
"6155",24.85,"Verified",27.1,"0.716","yes",60,1,4
"6156",14.08,"Source Verified",0.5,"0.014","no",60,1,2
"6157",21.45,"Source Verified",25.6,"0.585","no",60,1,0
"6158",15.05,"Verified",18.77,"0.191","no",60,1,2
"6159",16.01,"Verified",17.51,"0.820","no",36,3,1
"6160",6.07,"Not Verified",11.59,"0.115","no",36,3,1
"6161",19.42,"Source Verified",14.33,"0.418","no",60,3,3
"6162",7.34,"Verified",55.11,"0.287","no",36,3,4
"6163",6.08,"Not Verified",10.35,"0.049","no",36,2,0
"6164",16.01,"Not Verified",10.9,"0.145","no",36,2,4
"6165",10.9,"Verified",19.52,"0.896","no",36,3,1
"6166",16.01,"Not Verified",24.98,"0.867","no",36,2,1
"6167",9.44,"Not Verified",6.44,"0.290","yes",36,1,3
"6168",19.03,"Not Verified",34.72,"0.738","no",60,1,1
"6169",13.59,"Verified",64.51,"0.833","no",36,2,2
"6170",17.47,"Source Verified",22.94,"0.561","yes",60,3,1
"6171",19.03,"Verified",18.92,"0.672","no",36,1,2
"6172",14.07,"Not Verified",20.53,"0.133","no",36,3,4
"6173",16.01,"Source Verified",23.77,"0.494","no",60,3,0
"6174",10.9,"Not Verified",6.31,"0.671","yes",36,3,0
"6175",15.05,"Source Verified",17.71,"0.496","no",36,1,3
"6176",13.59,"Source Verified",10.14,"0.148","no",36,1,0
"6177",9.44,"Source Verified",10.11,"0.047","no",36,1,1
"6178",9.44,"Source Verified",0.43,"0.002","no",60,2,1
"6179",5.32,"Not Verified",23.06,"0.243","no",36,2,2
"6180",5.31,"Not Verified",16.43,"0.215","no",36,3,4
"6181",9.92,"Not Verified",13.87,"0.098","no",60,3,0
"6182",12.62,"Not Verified",10.57,"0.091","no",60,2,2
"6183",12.61,"Not Verified",31.42,"0.645","yes",36,3,0
"6184",6.08,"Source Verified",18.41,"0.317","no",36,2,0
"6185",15.05,"Source Verified",5.22,"0.850","no",60,1,6
"6186",6.71,"Not Verified",11.6,"0.131","no",36,3,0
"6187",19.03,"Not Verified",25.38,"0.628","no",36,1,2
"6188",10.42,"Source Verified",21.5,"0.822","no",60,1,0
"6189",11.99,"Source Verified",6.83,"0.093","no",60,1,1
"6190",18.06,"Source Verified",28.98,"0.695","no",60,1,3
"6191",7.34,"Not Verified",12.66,"0.622","no",36,3,1
"6192",7.34,"Source Verified",100.72,"0.087","no",36,3,0
"6193",10.91,"Not Verified",28.64,"0.626","no",36,2,1
"6194",6.71,"Source Verified",18.26,"0.191","no",36,2,3
"6195",15.05,"Not Verified",14.51,"0.545","yes",36,2,3
"6196",6.71,"Source Verified",15,"0.507","no",36,3,3
"6197",6.07,"Not Verified",6.68,"0.082","no",36,3,0
"6198",9.92,"Verified",40.64,"0.761","no",60,3,1
"6199",18.45,"Not Verified",12.96,"0.292","no",60,3,2
"6200",7.35,"Source Verified",10.97,"0.112","no",36,2,6
"6201",7.97,"Not Verified",10.11,"0.467","no",36,2,2
"6202",9.44,"Source Verified",16.26,"0.760","no",36,2,0
"6203",13.59,"Source Verified",10.13,"0.403","yes",36,2,4
"6204",18.45,"Source Verified",26.17,"0.887","no",36,3,4
"6205",12.62,"Source Verified",15.96,"0.205","no",36,1,2
"6206",15.04,"Not Verified",13.68,"0.588","no",60,3,0
"6207",10.91,"Verified",18.56,"0.221","no",36,2,0
"6208",17.09,"Source Verified",33.44,"0.236","no",36,1,5
"6209",6.72,"Source Verified",7.48,"0.383","no",36,2,0
"6210",21.85,"Source Verified",16.91,"0.810","no",60,3,2
"6211",15.05,"Source Verified",26.1,"0.660","no",36,1,2
"6212",19.03,"Source Verified",15.91,"0.125","no",36,1,3
"6213",6.08,"Not Verified",1.97,"0.107","no",36,2,0
"6214",18.06,"Verified",24.37,"0.158","no",60,2,2
"6215",9.92,"Source Verified",25.4,"0.241","no",60,3,1
"6216",6.07,"Source Verified",3.85,"0.126","no",36,3,1
"6217",18.45,"Source Verified",21.34,"0.806","no",36,3,0
"6218",12.62,"Not Verified",12.25,"0.066","no",36,2,2
"6219",7.35,"Source Verified",16.91,"0.123","yes",36,1,1
"6220",6.07,"Not Verified",9.66,"0.367","no",36,3,2
"6221",14.08,"Verified",22.05,"0.068","no",36,1,0
"6222",13.58,"Verified",12.74,"0.151","no",36,3,1
"6223",12.62,"Source Verified",26.22,"0.612","no",36,1,0
"6224",10.42,"Not Verified",15.93,"0.515","no",36,2,2
"6225",10.91,"Not Verified",10.11,"0.618","no",36,1,1
"6226",7.35,"Not Verified",8.46,"0.236","no",60,1,3
"6227",11.99,"Source Verified",20.41,"0.730","no",36,1,1
"6228",9.43,"Not Verified",3.13,"0.058","no",36,3,6
"6229",16.02,"Verified",36.29,"0.218","no",60,3,0
"6230",12.62,"Source Verified",14.2,"0.092","no",60,1,0
"6231",16.02,"Source Verified",19.18,"0.452","no",36,1,1
"6232",16.01,"Verified",25.28,"0.079","no",60,3,1
"6233",5.31,"Not Verified",16.13,"0.090","no",36,3,2
"6234",7.35,"Source Verified",12.28,"0.263","no",60,1,1
"6235",9.93,"Verified",23.37,"0.221","no",36,1,7
"6236",14.08,"Source Verified",22.96,"0.199","no",60,1,2
"6237",12.61,"Not Verified",24.86,"0.580","no",36,3,1
"6238",15.05,"Verified",29.46,"0.602","no",36,1,0
"6239",12.62,"Not Verified",18.76,"0.284","no",60,1,0
"6240",14.08,"Source Verified",4.75,"0.692","no",60,1,2
"6241",6.71,"Not Verified",23.94,"0.159","no",36,2,0
"6242",6.72,"Source Verified",2.1,"0.012","no",36,3,0
"6243",12.61,"Not Verified",7.16,"0.822","no",36,3,1
"6244",9.43,"Source Verified",14.87,"0.200","no",36,3,0
"6245",15.05,"Verified",28.27,"0.935","no",36,2,2
"6246",9.92,"Source Verified",19.89,"0.413","no",60,3,2
"6247",16.02,"Source Verified",20.64,"0.252","yes",36,2,6
"6248",13.59,"Source Verified",7.7,"0.074","no",60,2,0
"6249",10.91,"Verified",16.3,"0.608","no",36,2,2
"6250",9.43,"Verified",6.58,"0.281","no",60,3,2
"6251",18.45,"Not Verified",21.05,"0.402","no",36,2,3
"6252",9.44,"Not Verified",6.31,"0.327","no",36,1,0
"6253",6.08,"Verified",18.92,"0.597","no",36,1,3
"6254",15.05,"Source Verified",24.2,"0.628","yes",60,2,3
"6255",9.93,"Source Verified",12.4,"0.798","yes",60,1,2
"6256",19.03,"Verified",21.79,"0.490","no",36,1,2
"6257",14.08,"Source Verified",8.45,"0.552","no",36,2,1
"6258",18.06,"Source Verified",37.33,"0.843","no",36,2,2
"6259",5.32,"Verified",22.88,"0.099","no",60,2,0
"6260",6.08,"Source Verified",12.09,"0.364","no",36,1,6
"6261",5.32,"Not Verified",10.95,"0.478","no",36,1,0
"6262",7.97,"Verified",7.5,"0.487","no",36,1,3
"6263",7.35,"Verified",15.09,"0.182","no",36,1,4
"6264",7.34,"Not Verified",4.4,"0.341","no",36,3,1
"6265",11.99,"Not Verified",20.45,"0.348","yes",60,1,1
"6266",7.97,"Not Verified",14.46,"0.847","no",36,2,2
"6267",14.08,"Source Verified",12.6,"0.688","no",36,1,5
"6268",10.42,"Not Verified",17.86,"0.789","no",36,1,3
"6269",7.35,"Source Verified",6.03,"0.082","no",36,1,1
"6270",14.08,"Not Verified",15.47,"0.113","no",36,2,5
"6271",26.3,"Source Verified",8.86,"0.867","no",60,1,1
"6272",6.71,"Not Verified",6.04,"0.292","no",36,3,1
"6273",9.43,"Not Verified",22.83,"0.191","no",60,3,0
"6274",11.98,"Verified",24.06,"0.197","yes",60,3,1
"6275",9.43,"Verified",19.15,"0.394","yes",36,3,2
"6276",10.9,"Source Verified",19.78,"0.540","no",60,3,2
"6277",12.62,"Not Verified",28.73,"0.802","no",36,2,3
"6278",5.32,"Not Verified",17.56,"0.126","no",36,3,0
"6279",21.85,"Not Verified",38.73,"0.180","no",36,3,1
"6280",9.43,"Not Verified",15.69,"0.429","yes",36,3,0
"6281",9.44,"Source Verified",16.37,"0.264","no",36,1,2
"6282",6.72,"Verified",23.98,"0.442","no",36,1,1
"6283",9.44,"Not Verified",31.03,"0.610","yes",36,1,3
"6284",16.02,"Source Verified",23.24,"0.818","no",36,1,9
"6285",6.71,"Source Verified",12.87,"0.181","no",36,3,4
"6286",13.59,"Source Verified",36.07,"0.155","no",60,2,0
"6287",12.61,"Source Verified",22.74,"0.521","no",36,3,2
"6288",19.03,"Not Verified",13.07,"0.400","no",60,2,0
"6289",13.59,"Not Verified",28.49,"0.275","no",60,1,0
"6290",16.02,"Source Verified",34.8,"0.779","no",36,2,3
"6291",26.3,"Verified",41.07,"0.803","no",60,2,10
"6292",10.91,"Not Verified",29.32,"0.590","no",36,2,3
"6293",6.08,"Source Verified",1.76,"0.183","no",36,1,0
"6294",12.61,"Verified",15.28,"0.129","no",36,3,4
"6295",9.44,"Source Verified",20.18,"0.194","no",36,2,1
"6296",7.97,"Source Verified",8.79,"0.460","no",36,2,0
"6297",10.91,"Not Verified",1.3,"0.045","no",36,1,0
"6298",21.45,"Verified",20.65,"0.073","no",36,2,0
"6299",11.98,"Verified",33.45,"0.253","no",36,3,2
"6300",30.79,"Source Verified",21.66,"0.524","no",60,1,2
"6301",6.07,"Not Verified",15.91,"0.153","no",36,3,3
"6302",7.97,"Not Verified",26.01,"0.506","no",36,1,0
"6303",7.35,"Verified",0.53,"0.005","no",60,2,5
"6304",10.42,"Source Verified",15.22,"0.121","yes",36,1,1
"6305",18.45,"Source Verified",15.25,"0.590","no",36,3,2
"6306",7.97,"Source Verified",17.27,"0.133","no",36,1,1
"6307",12.61,"Source Verified",23.21,"0.269","no",36,3,2
"6308",10.91,"Verified",47.36,"0.732","no",36,1,0
"6309",9.92,"Verified",24.68,"0.582","no",36,3,2
"6310",9.93,"Verified",29.79,"0.329","no",60,2,1
"6311",11.98,"Source Verified",5.22,"0.010","no",60,3,10
"6312",9.43,"Verified",9.44,"0.519","yes",36,3,2
"6313",10.9,"Not Verified",17.3,"0.828","no",36,3,1
"6314",14.08,"Not Verified",14.7,"0.648","no",36,1,0
"6315",10.41,"Not Verified",34.73,"0.366","no",36,3,2
"6316",15.05,"Source Verified",4.13,"0.519","no",36,2,3
"6317",9.93,"Not Verified",15.86,"0.414","no",36,1,3
"6318",15.05,"Not Verified",18.96,"0.626","no",60,2,0
"6319",7.34,"Not Verified",9.57,"0.162","no",60,3,0
"6320",15.04,"Not Verified",18.69,"0.304","no",36,3,0
"6321",14.08,"Source Verified",2.99,"0.012","no",36,1,0
"6322",20,"Not Verified",8.45,"0.435","no",60,2,5
"6323",14.08,"Not Verified",29.65,"0.378","no",36,2,1
"6324",12.61,"Source Verified",22.06,"0.157","no",36,3,6
"6325",11.99,"Verified",20.24,"0.260","no",60,2,0
"6326",16.01,"Source Verified",14.49,"0.925","yes",36,3,2
"6327",16.01,"Not Verified",21.26,"0.233","no",60,3,2
"6328",11.98,"Source Verified",25.92,"0.651","no",36,3,3
"6329",10.41,"Source Verified",4.71,"0.361","no",60,3,0
"6330",18.06,"Not Verified",36.71,"0.785","no",36,2,0
"6331",11.99,"Source Verified",17.44,"0.714","yes",36,2,0
"6332",10.9,"Source Verified",2.21,"0.082","no",36,3,1
"6333",11.99,"Source Verified",13.23,"0.435","no",60,1,0
"6334",22.91,"Source Verified",11.29,"0.598","no",36,1,0
"6335",17.09,"Source Verified",25.6,"0.212","no",36,1,4
"6336",14.08,"Source Verified",18.11,"0.381","no",36,1,3
"6337",10.41,"Source Verified",5.21,"0.051","no",36,2,2
"6338",6.07,"Source Verified",23.47,"0.373","no",36,3,1
"6339",15.05,"Verified",8.83,"0.073","no",60,1,5
"6340",18.06,"Verified",30.51,"0.445","no",36,1,2
"6341",10.42,"Source Verified",16.77,"0.156","no",36,2,0
"6342",13.59,"Verified",19.15,"0.112","no",60,2,1
"6343",5.32,"Not Verified",14.83,"0.483","no",36,2,0
"6344",6.72,"Verified",31.43,"0.467","yes",36,1,0
"6345",10.42,"Not Verified",19.17,"0.368","no",36,1,0
"6346",19.03,"Source Verified",33.78,"0.682","no",60,2,5
"6347",9.43,"Source Verified",10.53,"0.545","no",36,3,0
"6348",7.34,"Not Verified",20.99,"0.245","no",36,3,0
"6349",21.85,"Not Verified",20.4,"0.145","no",60,2,2
"6350",14.08,"Source Verified",20.25,"0.951","no",36,1,6
"6351",20.39,"Not Verified",37.61,"0.463","no",36,3,2
"6352",14.08,"Verified",13.89,"0.142","no",60,2,5
"6353",7.96,"Not Verified",5.46,"0.155","no",36,3,2
"6354",15.04,"Source Verified",14,"0.515","no",60,3,1
"6355",15.04,"Not Verified",21.71,"0.273","no",60,3,0
"6356",6.72,"Not Verified",23.4,"0.093","no",36,2,3
"6357",10.42,"Source Verified",12.68,"0.943","no",36,2,3
"6358",12.62,"Source Verified",14.68,"0.063","no",60,2,4
"6359",18.06,"Source Verified",11.37,"0.525","no",36,1,2
"6360",7.34,"Not Verified",7.07,"0.328","no",36,3,2
"6361",21.45,"Verified",18.65,"0.648","no",60,2,5
"6362",12.61,"Source Verified",10.31,"0.949","no",60,3,0
"6363",9.92,"Not Verified",33.39,"0.443","no",36,3,3
"6364",5.32,"Not Verified",13.91,"0.123","no",36,1,1
"6365",19.03,"Verified",20.75,"0.675","no",60,1,1
"6366",10.42,"Not Verified",25.07,"0.033","no",60,1,0
"6367",9.93,"Not Verified",13.89,"0.221","no",60,1,1
"6368",16.02,"Source Verified",17,"0.762","yes",60,2,1
"6369",16.02,"Verified",8.43,"0.017","no",60,1,1
"6370",18.06,"Source Verified",9.27,"0.495","no",36,2,0
"6371",5.32,"Source Verified",7,"0.310","no",36,1,2
"6372",7.97,"Source Verified",31.73,"0.171","no",36,2,0
"6373",21.45,"Not Verified",36.53,"0.261","no",60,1,1
"6374",6.71,"Not Verified",4.55,"0.199","no",36,3,4
"6375",16.01,"Not Verified",7.96,"0.708","no",36,3,0
"6376",13.59,"Source Verified",20.4,"0.781","no",36,2,0
"6377",6.08,"Verified",6.59,"0.661","no",36,2,0
"6378",10.9,"Verified",28.56,"0.512","no",36,3,1
"6379",13.59,"Verified",21.14,"0.272","no",36,1,4
"6380",11.98,"Not Verified",11.21,"0.648","no",36,3,0
"6381",11.98,"Source Verified",17.47,"0.110","no",60,3,1
"6382",10.9,"Source Verified",7.02,"0.090","no",60,3,1
"6383",5.32,"Not Verified",17.23,"0.241","no",36,1,0
"6384",18.45,"Source Verified",7.06,"0.807","no",60,3,1
"6385",16.02,"Source Verified",30.6,"0.171","no",36,2,3
"6386",19.03,"Source Verified",23.38,"0.499","no",36,2,1
"6387",13.59,"Source Verified",22.37,"0.223","no",36,1,1
"6388",5.31,"Not Verified",5.04,"0.064","no",36,3,1
"6389",11.98,"Not Verified",2.43,"0.405","no",36,3,0
"6390",18.45,"Source Verified",29.97,"0.360","no",36,3,5
"6391",16.02,"Source Verified",28.91,"0.085","no",36,1,4
"6392",12.62,"Source Verified",4.57,"0.949","no",60,2,1
"6393",9.93,"Not Verified",6.03,"0.046","no",60,1,5
"6394",10.91,"Source Verified",3.1,"0.599","no",36,1,3
"6395",10.91,"Source Verified",15.88,"0.409","no",36,1,4
"6396",7.35,"Verified",16.86,"0.242","yes",36,1,2
"6397",11.99,"Verified",13.81,"0.556","no",36,1,1
"6398",25.82,"Source Verified",3.49,"0.101","no",60,1,2
"6399",7.97,"Not Verified",13.14,"0.166","no",36,2,1
"6400",14.08,"Not Verified",19.67,"0.095","no",36,1,2
"6401",9.44,"Not Verified",18.6,"0.849","no",60,2,0
"6402",15.05,"Source Verified",13.66,"0.314","no",36,1,0
"6403",13.59,"Source Verified",29.27,"0.464","no",36,1,0
"6404",11.98,"Source Verified",19.77,"0.136","no",60,3,11
"6405",13.58,"Verified",20.45,"0.573","no",60,2,3
"6406",6.72,"Not Verified",10.66,"0.281","no",36,1,1
"6407",13.59,"Verified",0.35,"0.026","no",36,1,0
"6408",7.34,"Source Verified",19.24,"0.314","no",60,3,6
"6409",9.93,"Source Verified",7.38,"0.108","no",60,1,0
"6410",10.9,"Not Verified",16.06,"0.526","no",36,2,0
"6411",10.41,"Not Verified",16.26,"0.698","no",36,3,0
"6412",6.08,"Not Verified",5.8,"0.052","no",36,2,2
"6413",14.07,"Verified",17.1,"0.666","no",36,3,0
"6414",6.72,"Source Verified",8.88,"0.277","no",36,2,1
"6415",10.42,"Source Verified",17.64,"0.169","yes",60,1,5
"6416",10.42,"Source Verified",21.49,"0.692","no",36,2,4
"6417",14.08,"Source Verified",17.11,"0.132","no",60,1,11
"6418",6.71,"Verified",5.23,"0.021","no",36,3,2
"6419",21.45,"Verified",12.29,"0.073","yes",60,1,7
"6420",20,"Verified",46.57,"0.483","no",60,2,5
"6421",17.47,"Verified",27.2,"0.805","no",36,3,1
