interest_rate,income_ver,debt_to_income,credit_util,bankruptcy,term,issue,credit_checks,credit_utilized
9.93,Source Verified,15.23,0.148928533,0,60,2,4,37341
5.32,Source Verified,13.56,0.133926147,0,36,1,1,33541
11.99,Source Verified,6.93,0.906223311,0,36,2,1,160223
11.99,Verified,21.76,0.181865873,0,36,1,0,55468
10.9,Source Verified,1,1.007653583,0,36,3,3,24620
19.03,Verified,20.91,0.550560345,0,60,1,1,12773
26.3,Verified,28.44,0.668708415,0,36,2,2,46835
6.72,Source Verified,13.68,0.410426339,0,36,1,2,177431
14.08,Verified,15.98,0.200454426,0,60,2,1,39524
15.05,Not Verified,16.36,0.880146974,1,36,1,1,38326
16.02,Source Verified,19.29,0.118083213,0,60,1,1,77415
9.93,Verified,22.74,0.181635128,0,36,2,3,93452
16.02,Verified,31.92,0.952211173,0,36,2,2,103891
10.42,Source Verified,8.95,0.338451236,0,36,2,1,7076
15.05,Source Verified,8.96,0.843570432,0,36,1,0,30242
7.97,Not Verified,4.7,0.085609568,1,36,2,2,13571
9.43,Not Verified,19.65,0.461659533,0,36,3,0,24052
13.58,Not Verified,8.97,0.157133221,0,60,3,0,4659
15.05,Source Verified,38.93,0.679848746,0,36,1,1,227973
13.58,Source Verified,25.83,0.747726593,0,60,3,2,97437
7.34,Source Verified,25.29,0.509983286,0,36,3,5,191615
13.59,Source Verified,24.53,0.171871736,0,60,1,0,23037
11.99,Not Verified,23.81,0.669348457,0,36,2,1,50750
21.85,Verified,17.35,0.783059637,0,60,3,0,19026
7.35,Not Verified,9.65,0.719694757,0,36,2,0,93651
20,Not Verified,31.91,0.605644882,0,60,2,3,38496
21.45,Not Verified,19.29,0.229028757,0,60,1,2,49164
12.61,Source Verified,16.67,0.293014474,0,60,3,2,92495
12.62,Not Verified,19.97,0.170922635,0,36,1,3,30241
20.39,Not Verified,25.55,1.017121748,0,60,3,0,94989
5.32,Not Verified,22.52,0.450412754,0,36,1,0,87190
12.61,Not Verified,32.35,0.62470637,0,60,3,0,67815
5.31,Not Verified,9.99,0.163066152,0,36,3,0,56831
10.91,Verified,21.12,0.183343459,0,36,1,0,105626
15.05,Not Verified,40.5,0.570267085,0,36,1,0,43066
10.91,Not Verified,7.19,0.538596223,0,60,2,1,38759
17.47,Not Verified,16.13,0.665955056,0,36,3,4,11854
7.97,Source Verified,9.06,0.360856164,0,36,2,0,10537
7.35,Verified,10.34,0.265293239,0,36,1,0,21853
9.44,Source Verified,32.52,0.268773408,0,36,1,1,28705
14.07,Verified,12.29,0.517472119,0,60,3,0,8352
18.06,Source Verified,38.68,0.221962202,0,36,2,2,76353
26.77,Source Verified,36.53,0.183837138,0,60,3,15,60196
12.62,Not Verified,15.5,0.110988402,0,60,1,0,26833
7.35,Not Verified,21.26,0.368773087,0,36,1,1,69083
12.61,Verified,31.53,0.349893333,0,36,3,0,26242
5.32,Source Verified,5.71,0.111680625,0,36,2,1,34644
12.62,Source Verified,1.79,0.359462366,0,36,1,0,3343
9.93,Source Verified,13.73,0.723081197,0,60,1,2,52051
19.42,Verified,12.82,0.520520446,0,36,3,3,28004
9.92,Source Verified,22.42,0.178990949,0,60,3,1,150884
5.31,Source Verified,27.74,0.765597635,0,36,3,0,40654
10.41,Not Verified,28.19,0.513671689,0,36,3,10,43095
17.47,Source Verified,14.82,0.573945385,0,36,3,3,17592
21.45,Verified,25.3,0.865141678,0,60,1,0,103137
5.32,Not Verified,3.52,0.17014733,0,36,1,1,9239
7.35,Verified,15.46,0.64053606,0,36,2,0,124795
9.43,Not Verified,19.73,0.200543899,0,60,3,3,77209
12.62,Verified,14.24,0.721983894,1,36,1,3,28779
10.41,Source Verified,28.02,0.643825292,1,36,3,0,50398
10.42,Not Verified,27.83,0.409886961,0,36,1,1,44492
10.41,Not Verified,12.51,0.20464929,1,60,2,0,106249
16.01,Verified,24.28,0.182837874,0,60,2,6,78406
13.59,Source Verified,18.18,0.096834592,1,60,2,3,49546
14.08,Not Verified,11.65,1.1220744,0,36,2,1,143970
6.72,Source Verified,0.74,0.085548913,0,36,2,0,5853
25.82,Source Verified,22.96,0.835705511,0,60,2,12,39457
24.85,Source Verified,23.6,0.261541966,0,60,2,1,72331
7.96,Not Verified,10.9,0.086056708,0,36,3,5,17743
10.9,Verified,1.77,0.024647887,0,36,3,1,1400
7.34,Not Verified,8.37,0.318548972,0,36,3,0,13172
16.02,Source Verified,22.64,0.525162162,0,36,1,18,19431
10.91,Not Verified,22.08,0.4526875,0,36,2,3,7243
11.98,Source Verified,18.38,0.5313339,0,60,3,0,31269
11.99,Verified,16.82,0.150368128,0,60,1,5,65416
6.07,Not Verified,27.28,0.052144682,0,36,3,2,17575
15.05,Verified,69.44,0.308325964,1,60,1,0,84029
21.45,Verified,17.73,0.418812261,0,60,1,2,10931
6.08,Source Verified,8.32,0.07429541,0,36,2,4,33803
12.61,Not Verified,46.32,0.856767915,0,36,3,0,89444
10.42,Not Verified,26.72,0.405074594,0,60,1,1,58974
6.72,Not Verified,14.98,0.123388143,0,36,2,1,56963
14.08,Source Verified,9.64,0.807255814,1,36,2,1,17356
6.08,Not Verified,10.77,0.061797211,0,36,1,3,35266
7.96,Source Verified,28.4,0.685721594,1,36,3,0,56295
16.02,Source Verified,36.89,0.515857374,0,36,2,5,150505
19.03,Not Verified,11.88,0.767134503,0,36,1,1,13118
7.34,Source Verified,23.48,0.66963153,0,36,3,4,145677
7.97,Not Verified,6.76,0.109203905,0,36,1,3,29081
17.09,Not Verified,25.31,0.286959651,0,60,2,1,7176
9.93,Verified,44.71,0.489190416,0,60,1,2,184302
11.98,Not Verified,33.22,0.415247235,0,60,2,1,65335
9.44,Source Verified,13.09,0.466437412,0,60,2,1,40963
11.98,Source Verified,24.46,1.061496232,0,36,3,3,277663
9.93,Verified,30.8,0.677578847,0,36,1,0,22064
12.62,Verified,17.38,0.517242771,1,36,1,2,25633
15.04,Source Verified,19.22,0.312489142,0,60,3,9,120518
19.03,Verified,11.61,0.179703771,1,60,2,3,81969
19.03,Not Verified,35.71,0.041641702,0,60,1,1,11120
11.98,Verified,10.91,0.372691218,0,36,3,2,13156
10.41,Not Verified,9.89,0.295240816,0,36,2,4,13437
7.34,Not Verified,12.88,0.089162683,0,60,3,4,28911
17.09,Source Verified,2.2,0.358690476,0,60,2,4,9039
5.31,Not Verified,19.2,0.461723533,0,36,3,1,94036
6.07,Not Verified,6.79,0.038944361,1,36,3,4,17832
16.02,Source Verified,13.73,0.132120087,0,60,2,0,21344
7.34,Not Verified,24.15,0.597319588,0,36,3,1,28970
15.04,Not Verified,15.76,0.181791328,0,36,3,6,51081
11.99,Source Verified,10.66,0.337082294,1,60,1,5,27034
11.99,Source Verified,19.49,0.77112426,0,36,1,0,26064
26.3,Verified,12.25,0.141164946,1,60,2,0,21904
6.71,Not Verified,14.46,0.119177886,0,36,3,1,37401
13.59,Source Verified,18.86,0.606903513,1,36,2,1,43288
20.39,Source Verified,24.08,0.43442918,0,60,3,2,165352
5.31,Source Verified,25.92,0.426939993,0,36,3,0,28637
6.72,Not Verified,7.38,0.447732558,0,36,1,0,7701
19.03,Source Verified,4.74,0.686776492,0,60,1,3,9255
12.61,Source Verified,17.14,0.176390246,0,60,3,0,70385
16.02,Verified,13.78,0.089056009,0,36,2,4,56853
17.09,Source Verified,32.98,0.588033309,0,36,1,2,121246
20,Verified,3.3,0.612774601,0,60,2,2,32580
12.62,Verified,27.56,0.727751122,0,60,2,4,37616
15.05,Not Verified,14.62,0.470635465,0,60,2,0,56272
6.71,Source Verified,18.24,0.389838546,1,36,3,0,18085
16.02,Verified,19.17,0.137788246,0,60,2,1,62890
10.91,Verified,6.18,0.332536232,0,36,1,2,4589
7.34,Not Verified,4.94,0.234754482,0,36,3,0,17273
14.08,Verified,5.7,0.368328841,0,36,2,3,13665
6.72,Not Verified,34.56,0.510270224,1,36,1,0,71794
15.05,Source Verified,34.24,0.722007663,0,60,2,0,46924
7.35,Source Verified,15.94,0.468002705,0,36,2,0,45678
7.97,Source Verified,16.34,0.287456058,0,36,1,4,6460
9.43,Source Verified,22.56,0.005324287,0,36,2,1,689
10.9,Source Verified,15.86,0.183132063,0,36,3,2,43462
6.72,Not Verified,1.88,0.021748743,0,36,1,0,1328
9.93,Verified,44.14,0.66438872,0,60,2,0,107623
7.34,Not Verified,8.12,0.088761794,0,36,3,0,19586
14.08,Source Verified,16.5,0.15007284,1,60,2,4,66239
19.42,Source Verified,12.58,0.564154786,0,36,3,0,21883
7.97,Source Verified,7.37,0.056628744,0,36,2,0,4878
10.9,Verified,7.78,0.094410028,0,36,3,2,24643
9.44,Not Verified,11.15,0.283108429,1,36,1,0,8350
10.91,Verified,10.59,0.090181274,1,36,2,4,20591
9.43,Verified,35.73,0.317331986,1,36,3,8,146324
19.42,Verified,17.91,0.649230769,0,36,3,0,10128
24.85,Source Verified,12.92,0.423255814,0,60,1,0,16016
12.61,Not Verified,19.54,0.674493379,0,36,2,1,72792
13.58,Not Verified,30.66,0.732675439,0,36,3,0,33410
21.45,Source Verified,42.29,0.713389169,1,60,2,10,63202
12.61,Source Verified,37.43,0.149152724,1,36,3,2,22260
13.59,Source Verified,14.59,0.204543934,0,60,1,4,97862
21.45,Not Verified,5.98,0.149921133,0,36,2,1,16348
16.02,Source Verified,3.79,0.211066667,0,36,1,3,3166
15.04,Source Verified,30.19,0.618541667,0,36,2,2,50473
10.9,Source Verified,15.91,0.482252964,0,36,2,0,12201
13.59,Not Verified,8.02,0.75731066,0,36,2,1,15409
12.62,Verified,68.61,0.341118171,0,36,1,2,124663
7.97,Source Verified,14.41,0.176826923,0,36,2,0,5517
12.62,Source Verified,27.26,0.202012575,0,36,3,0,40933
17.09,Verified,15.82,0.151577037,0,60,1,1,26720
20,Source Verified,17.41,0.465941803,0,60,1,1,148101
19.42,Verified,33.63,0.676736111,0,60,2,0,19490
9.44,Not Verified,13.83,0.450344813,1,36,1,1,44014
20.39,Source Verified,0,0,0,36,2,1,0
17.09,Source Verified,23.3,0.42750898,1,60,1,1,20234
10.9,Not Verified,30.36,0.741228955,0,36,3,6,117636
16.01,Verified,17.54,0.542707581,0,36,3,1,15033
17.09,Source Verified,26.21,0.748286882,0,60,1,3,51979
9.93,Not Verified,11.63,0.771749527,0,60,3,3,72617
9.43,Source Verified,16.79,0.672359551,0,36,3,0,29920
6.72,Not Verified,20,0.094131347,0,36,1,2,17379
17.09,Not Verified,23.89,0.386434033,0,36,2,4,19712
15.05,Source Verified,27.04,0.231809551,0,60,2,5,66779
10.9,Source Verified,18.68,0.240598192,0,60,3,2,139277
9.93,Source Verified,7.46,0.436034156,0,60,1,3,22979
12.61,Not Verified,29.13,0.772592614,0,60,3,0,241232
9.93,Verified,14.67,0.505196078,0,36,2,0,5153
15.05,Source Verified,13.07,0.592742559,0,36,1,1,19177
6.72,Source Verified,29.25,0.460054179,0,36,2,0,84235
9.44,Not Verified,18.28,0.174959457,0,36,1,1,37976
25.81,Verified,35.27,0.164096114,0,60,3,0,36270
10.42,Not Verified,17.57,0.263745385,0,60,1,1,117574
13.59,Not Verified,25.09,0.153876027,0,36,1,3,45170
6.72,Not Verified,11.98,0.315284872,0,36,1,0,16048
10.9,Verified,18.41,0.296160639,0,60,3,4,254054
9.93,Source Verified,20.75,0.082260435,0,36,2,0,52392
7.96,Source Verified,26.61,0.183627362,0,36,3,6,68354
13.59,Not Verified,3.77,0.728822055,0,36,2,0,29080
10.41,Not Verified,12.19,0.430935961,0,60,3,1,8748
9.93,Source Verified,4.23,0.13224269,0,36,2,4,34961
7.97,Source Verified,20.7,0.66552901,0,60,1,0,40365
10.91,Not Verified,14.79,0.261582291,0,36,1,2,62712
9.92,Not Verified,27.6,0.852812127,0,36,3,4,286689
15.04,Not Verified,10.52,0.685063802,0,36,3,0,17663
13.58,Verified,18.26,0.211291116,1,36,3,6,115059
15.04,Not Verified,41.94,0.750436423,0,36,2,1,149598
7.35,Verified,16.58,0.413756784,1,36,1,2,61675
9.93,Not Verified,16.2,0.797409159,0,36,2,1,29670
25.82,Source Verified,23.38,0.533406593,1,36,1,1,9708
6.07,Not Verified,19.38,0.502872262,0,36,3,0,21097
14.08,Source Verified,4.09,0.412611123,0,36,1,4,19958
7.97,Verified,2.81,0.00025,0,36,1,2,1
10.91,Source Verified,19.29,0.651625087,0,60,2,0,65560
11.99,Source Verified,23.47,0.793562094,0,36,1,3,44449
6.72,Verified,34.26,0.215270328,0,36,1,5,119593
10.41,Not Verified,22.13,0.347419537,0,36,3,1,56735
6.71,Source Verified,5.11,0.196551724,0,36,3,0,2850
5.31,Source Verified,15.4,0.686779753,0,36,3,7,116927
10.9,Source Verified,20.52,0.171717399,0,36,3,5,106965
6.71,Not Verified,15.35,0.126576827,1,36,3,1,22045
13.59,Source Verified,16.14,0.058220779,0,36,1,1,68245
10.91,Source Verified,18.71,0.595313662,0,36,2,6,32825
13.59,Source Verified,8.74,0.52977459,0,36,2,0,25853
14.07,Not Verified,21.1,0.643239292,0,36,3,6,60716
10.42,Verified,3.44,0.008734959,0,36,1,1,2686
19.42,Verified,32.17,0.740580881,0,36,3,0,104493
16.01,Source Verified,21.62,0.334476072,0,60,3,0,21562
9.43,Verified,20.64,0.401223405,0,36,3,4,33058
14.07,Source Verified,18.02,0.523229167,0,36,3,0,25115
5.32,Not Verified,8.24,0.165079915,0,36,2,1,45724
6.72,Not Verified,16.65,0.120075449,0,36,1,4,26864
12.61,Verified,26.24,0.154139944,0,60,2,3,48309
17.09,Source Verified,45.12,0.319653503,0,60,1,5,82142
12.61,Verified,20.82,0.697180696,1,60,3,3,75596
14.08,Source Verified,8.76,0.718914729,0,36,2,0,9274
17.09,Not Verified,17.7,0.339419428,0,60,1,2,162866
6.72,Not Verified,20.27,0.081047804,0,36,1,3,16522
9.93,Source Verified,14.79,0.308212728,0,60,1,0,170200
10.42,Not Verified,31.3,0.555153455,0,36,1,4,47862
9.44,Source Verified,16.5,0.152199864,0,60,2,0,47811
5.32,Source Verified,24.47,0.329516551,0,36,2,3,110766
13.58,Source Verified,11.03,0.174377902,0,36,3,3,32978
6.08,Verified,20.66,0.231777211,0,36,2,1,54514
10.91,Not Verified,22.22,0.207492447,0,60,2,0,13736
12.61,Verified,20.6,0.269739901,0,36,3,2,72522
20.39,Verified,32.52,0.666741724,0,36,3,0,142130
12.62,Not Verified,19.09,0.528453891,0,60,1,0,21581
19.03,Source Verified,21.48,0.420267643,0,36,2,0,110232
7.35,Source Verified,1.8,0.130705394,0,36,2,4,1575
12.62,Source Verified,8.01,0.344912071,0,60,1,1,19005
6.71,Source Verified,34.51,0.287712177,0,36,2,0,88174
10.42,Verified,8.83,0.152686808,0,36,1,1,65739
6.07,Not Verified,16.97,0.607283245,0,36,3,0,46193
19.42,Source Verified,28.04,0.571023721,0,60,3,4,143665
7.34,Not Verified,16.27,0.249947634,0,36,3,4,50117
17.09,Not Verified,21.48,0.03908574,0,36,2,1,12285
16.01,Source Verified,43.45,0.710564755,1,36,3,3,46213
6.08,Source Verified,13.68,0.242508114,0,36,1,2,58354
7.34,Not Verified,3.18,0.313960692,0,36,3,0,5575
9.43,Verified,23.88,0.578910282,0,36,3,1,27933
9.93,Source Verified,8.81,0.093733761,0,36,2,8,95241
18.45,Verified,19.91,0.384391254,0,60,2,7,51583
10.42,Not Verified,27.84,0.374210619,0,36,1,10,25599
15.05,Verified,25.07,0.213355901,0,60,2,1,95800
6.08,Not Verified,6.72,0.070774681,0,36,1,0,14983
10.42,Not Verified,4.87,0.479115646,0,36,1,1,7043
21.85,Not Verified,11.83,0.341893193,0,36,3,1,180096
15.05,Not Verified,33.06,0.597125516,1,60,2,1,68178
13.59,Verified,20.55,0.531462413,0,60,2,3,49806
5.31,Source Verified,10.29,0.057990578,0,36,3,1,45237
10.41,Not Verified,6.31,0.298490566,0,36,3,0,3164
9.44,Not Verified,16.57,0.210272537,0,36,1,3,10030
26.77,Source Verified,28.01,0.165079376,0,60,3,5,46315
10.91,Source Verified,9.84,0.563177042,0,36,1,4,69197
23.87,Verified,24.21,0.130694611,0,60,3,5,51547
11.99,Source Verified,5.41,0.024102238,0,36,1,1,7244
6.07,Not Verified,11.14,0.146914955,0,36,3,1,122571
14.08,Source Verified,0.95,0.134121864,0,60,1,0,3742
9.43,Not Verified,28.46,0.133260845,0,60,3,1,44979
18.45,Not Verified,NA,0.271751584,0,36,3,1,53603
10.91,Not Verified,18.77,0.685950006,0,36,1,1,41738
16.02,Source Verified,18.43,0.18536473,0,36,1,12,35408
9.43,Not Verified,7.27,0.143131284,0,60,3,0,60490
10.9,Verified,17.89,0.282618194,0,60,3,0,150720
17.09,Verified,16.89,0.069795735,0,36,2,2,8720
19.03,Source Verified,6.71,0.832580645,0,60,2,0,7743
10.91,Verified,16.46,0.171910876,0,36,2,1,32120
6.72,Source Verified,22.68,0.248608,0,36,1,0,58714
5.32,Not Verified,23.09,0.749361206,0,36,2,2,90621
6.72,Not Verified,11.06,0.435303215,0,36,2,3,37154
12.62,Not Verified,18.08,0.112593023,0,60,2,3,29488
11.99,Source Verified,20.66,0.640176448,1,36,2,2,18576
24.85,Source Verified,6.73,0.0315704,0,60,3,2,4588
10.42,Source Verified,24.6,0.441369366,0,36,2,5,28467
10.91,Source Verified,21.47,0.535144787,0,36,2,2,34466
9.93,Not Verified,32.3,0.592387875,0,36,1,1,43191
19.03,Source Verified,21.22,0.820315671,0,60,1,1,103062
6.08,Not Verified,27.69,0.395228456,0,36,1,0,95669
14.08,Verified,5.54,0.551170915,0,36,1,4,4260
12.61,Not Verified,32.74,0.470414067,0,60,3,1,31140
6.08,Source Verified,0,0,0,36,2,7,0
17.09,Not Verified,25.78,0.649143826,0,36,1,2,44430
16.01,Source Verified,13.17,0.236227901,0,60,3,2,40566
10.91,Not Verified,8.5,0.161321979,0,60,2,1,9699
14.08,Source Verified,33.41,0.667030118,0,36,1,0,55058
18.06,Verified,18.05,0.068849629,0,36,1,4,27759
15.04,Source Verified,8.62,0.840107527,0,36,3,3,7813
15.04,Source Verified,3.44,0.040372431,0,60,3,1,10979
10.91,Not Verified,18.09,0.653160985,0,36,2,5,45831
10.91,Source Verified,5.57,0.451408451,0,36,2,0,3205
19.03,Verified,20.5,0.212483666,0,60,2,6,50896
17.09,Not Verified,11.99,0.271933949,0,60,2,0,130723
9.93,Not Verified,30.45,0.642259655,0,60,1,10,123003
10.9,Not Verified,26.24,0.593059428,0,36,3,1,51474
10.9,Not Verified,19.07,0.465145681,0,36,3,0,248712
6.72,Source Verified,19.48,0.50993865,0,36,1,1,45716
17.09,Verified,14.14,0.558806366,0,60,1,0,21067
16.02,Not Verified,39.64,0.151373198,0,36,2,2,40037
13.58,Source Verified,18.57,0.124213957,0,36,3,1,42232
11.99,Source Verified,10.87,0.191573618,0,60,2,2,31106
9.92,Verified,5.21,0.696183914,0,36,3,4,52541
6.72,Source Verified,3.21,0.05285095,0,36,2,0,11691
12.62,Source Verified,8.24,0.06367713,0,36,1,0,28400
11.98,Verified,26.27,0.523410229,0,60,3,0,150247
5.32,Not Verified,8.04,0.093530135,0,36,1,0,7604
10.9,Verified,26.39,0.628588373,0,36,3,4,33918
21.45,Verified,13.73,0.877699681,1,36,1,2,27472
16.02,Verified,32.37,0.854687735,0,36,2,2,28397
6.07,Source Verified,4.43,0.140916925,0,36,3,4,40880
7.35,Source Verified,10.1,0.136300603,0,36,1,0,5111
10.91,Not Verified,28.38,0.757662102,0,36,2,2,212725
6.72,Source Verified,22.38,0.19098247,0,36,1,0,100109
7.97,Verified,4.95,0.059074593,0,36,2,12,10533
10.41,Not Verified,31.32,0.576321381,1,60,3,0,43397
17.47,Verified,14.19,0.856877721,0,36,3,0,12004
16.02,Source Verified,37.67,0.853280632,0,36,1,2,107940
9.93,Not Verified,9.96,0.553569937,0,36,2,0,26516
16.01,Source Verified,8.25,0.49242236,0,36,3,2,11892
16.02,Source Verified,31.22,0.288841892,0,60,1,0,43841
12.61,Not Verified,42.74,0.343100189,0,36,3,1,7623
7.35,Not Verified,24.08,0.446451024,0,36,2,2,44029
25.81,Verified,21.47,0.140145228,1,60,3,3,39179
5.31,Source Verified,18.8,0.807589961,0,36,3,3,126555
14.08,Not Verified,26.82,0.843273073,0,60,1,8,66471
7.35,Not Verified,19.13,0.878789796,0,36,1,0,194434
19.03,Source Verified,5.07,0.330592593,0,36,2,1,4463
13.58,Verified,20.62,0.754898468,0,60,3,0,52975
16.02,Verified,29.16,0.812647998,0,36,1,9,43241
13.59,Verified,29.24,0.664774011,0,60,2,0,23533
6.08,Source Verified,37.14,0.377636813,0,36,1,1,40065
14.08,Source Verified,9.28,0.309264069,0,60,1,1,7144
12.61,Source Verified,16.07,0.269780049,0,60,3,1,120729
5.32,Not Verified,5.26,0.831938685,0,36,2,1,67407
10.91,Source Verified,21.58,0.189001241,0,36,2,3,52074
14.08,Verified,22.66,0.45451754,0,60,1,2,84373
12.62,Not Verified,16.62,0.194054216,0,60,1,0,118160
15.05,Not Verified,15.02,0.498661419,1,60,1,1,37253
11.99,Not Verified,22.23,0.088255795,0,36,1,1,23804
19.03,Verified,12.95,0.05916955,0,36,1,2,11970
10.91,Source Verified,12.6,0.084830063,0,36,1,7,25396
13.59,Source Verified,25.56,0.659059497,0,36,1,1,101567
19.03,Verified,31.26,0.514115646,0,36,1,2,15115
16.01,Source Verified,4.39,0.79875,0,36,3,1,3834
11.99,Verified,18.73,0.118210741,0,36,1,3,43546
7.35,Not Verified,24.44,0.386816197,0,36,1,1,118341
10.42,Not Verified,7.44,0.743333333,0,36,2,0,8920
16.02,Verified,7.38,0.66800283,0,36,2,0,8499
9.43,Not Verified,18.33,0.49717156,1,36,3,0,20390
9.93,Verified,12.52,0.086860921,0,60,2,1,16947
9.43,Not Verified,10.38,0.128650848,0,60,3,0,36494
11.99,Not Verified,14.73,0.368050182,0,60,2,1,13319
12.61,Not Verified,5.48,0.469465649,0,36,3,1,3075
5.31,Not Verified,11.04,0.816838192,0,36,2,0,72068
18.06,Verified,24.55,0.258476714,0,60,2,1,25103
24.85,Verified,27.1,0.716411046,1,60,1,4,31156
14.08,Source Verified,0.5,0.014444444,0,60,1,2,65
21.45,Source Verified,25.6,0.584663749,0,60,1,0,28455
15.05,Verified,18.77,0.191202165,0,60,1,2,80542
16.01,Verified,17.51,0.820013626,0,36,3,1,87862
6.07,Not Verified,11.59,0.115185643,0,36,3,1,5032
19.42,Source Verified,14.33,0.41836768,0,60,3,3,25620
7.34,Verified,55.11,0.286888396,0,36,3,4,85835
6.08,Not Verified,10.35,0.04866368,0,36,2,0,13037
16.01,Not Verified,10.9,0.144974863,0,36,2,4,34229
10.9,Verified,19.52,0.896026707,0,36,3,1,57438
16.01,Not Verified,24.98,0.867437187,0,36,2,1,76403
9.44,Not Verified,6.44,0.28950331,1,36,1,3,12858
19.03,Not Verified,34.72,0.738187227,0,60,1,1,40697
13.59,Verified,64.51,0.83330748,0,36,2,2,284722
17.47,Source Verified,22.94,0.561217539,1,60,3,1,33778
19.03,Verified,18.92,0.671622168,0,36,1,2,33205
14.07,Not Verified,20.53,0.132512289,0,36,3,4,37605
16.01,Source Verified,23.77,0.494364377,0,60,3,0,169039
10.9,Not Verified,6.31,0.670591133,3,36,3,0,13613
15.05,Source Verified,17.71,0.495571298,0,36,1,3,57013
13.59,Source Verified,10.14,0.147510019,0,36,1,0,42328
9.44,Source Verified,10.11,0.046532144,0,36,1,1,23999
9.44,Source Verified,0.43,0.001751111,0,60,2,1,273
5.32,Not Verified,23.06,0.242614236,0,36,2,2,33317
5.31,Not Verified,16.43,0.215360897,0,36,3,4,53781
9.92,Not Verified,13.87,0.098427862,0,60,3,0,46386
12.62,Not Verified,10.57,0.090914975,0,60,2,2,18261
12.61,Not Verified,31.42,0.644647627,1,36,3,0,25100
6.08,Source Verified,18.41,0.31719656,0,36,2,0,24014
15.05,Source Verified,5.22,0.849604811,0,60,1,6,49447
6.71,Not Verified,11.6,0.13082673,0,36,3,0,19200
19.03,Not Verified,25.38,0.628294685,0,36,1,2,41644
10.42,Source Verified,21.5,0.821780303,0,60,1,0,21695
11.99,Source Verified,6.83,0.092592065,0,60,1,1,51966
18.06,Source Verified,28.98,0.69528799,0,60,1,3,228270
7.34,Not Verified,12.66,0.622465105,0,36,3,1,98868
7.34,Source Verified,100.72,0.086645205,0,36,3,0,25811
10.91,Not Verified,28.64,0.626089938,0,36,2,1,241044
6.71,Source Verified,18.26,0.190903763,0,36,2,3,38440
15.05,Not Verified,14.51,0.54548321,1,36,2,3,13840
6.71,Source Verified,15,0.506936068,0,36,3,3,15129
6.07,Not Verified,6.68,0.082322014,0,36,3,0,25553
9.92,Verified,40.64,0.760638605,0,60,3,1,105388
18.45,Not Verified,12.96,0.292262383,0,60,3,2,21832
7.35,Source Verified,10.97,0.112044794,0,36,2,6,26334
7.97,Not Verified,10.11,0.467229903,0,36,2,2,20075
9.44,Source Verified,16.26,0.759547476,0,36,2,0,46460
13.59,Source Verified,10.13,0.402891566,1,36,2,4,23408
18.45,Source Verified,26.17,0.886755408,0,36,3,4,75877
12.62,Source Verified,15.96,0.204534807,0,36,1,2,30562
15.04,Not Verified,13.68,0.587643678,0,60,3,0,10225
10.91,Verified,18.56,0.220764672,0,36,2,0,29165
17.09,Source Verified,33.44,0.235687164,0,36,1,5,133579
6.72,Source Verified,7.48,0.383432836,0,36,2,0,7707
21.85,Source Verified,16.91,0.810434913,0,60,3,2,21560
